Accession Number,Author,Title,Publisher,Year,Branch,Subject,Shelf,Stack
003116,"Donaldson, Michael C.",Fearless Negotiating ,Tata McGraw-Hill Publishing Company Limited ,2007,I.T.,Management,GENERAL,21
003117,"Elliott, Fiona and Rider, Janet",Retail Buying Techniques,Jaico Publishing House ,2007,Management,Management,GENERAL,21
003118,"Fleming, Peter",Guide to Retail Management ,Jaico Publishing House ,2007,Management,Management,GENERAL,21
003119,"Horowitz, Shel",Ethics in Marketing ,Jaico Publishing House ,2007,Management,Management,GENERAL,21
003120,"Keyton, Joann, Zalabak, Shockley, Pamela",Case Studies for Organizational Communication,Jaico Publishing House ,2008,Management,Management,GENERAL,21
003121,"Newquist, Scott C. ",Corporate Governance A Financial Perspective,Jaico Publishing House ,2007,Management,Management,GENERAL,21
003122,Stevenns Roberts ,Market Opportunity Analysis ,Jaico Publishing House ,2008,Management,Management,GENERAL,21
003123,"Kanetkar, Yashavant P.",UNIX Shell Programming ,BPB Publications ,1996,Computer,Operating System,E,20
003125,"Majumdar, Ramanuj",Product Management in India,Eastern Economy Edition,2007,Management,Management,GENERAL,21
003126,"Hill, Charles W. L. and Jain, Arun Kumar",International Business: Competing in the Global Marketplace ,Tata McGraw-Hill Publishing Company Limited ,2006,Management,Management,GENERAL,21
003127,"Lehman, donald& Winer russel",Product Management ,Tata McGraw-Hill Publishing Company Limited ,2005,Management,Management,GENERAL,21
003128,"Gryna, Frank M ",Juran's Quality Planning and Analysis ,Tata McGraw-Hill Publishing Company Limited ,2007,Management,Management,GENERAL,21
003129,"Nargundkar, Rajendra",Market Research ,Tata McGraw-Hill Publishing Company Limited ,2007,Management,Management,GENERAL,21
003130,"raghuram, G ",Logistics and Supply Chain Management  Cases and Concepts  ,Macmillan India Ltd.,2000,Management,Management,GENERAL,21
003131,"Robbins, Stephen P.; Judge, Timothy A ans Sanghi, Seema",Organizational Behavior ,Pearson Education,2007,Management,Management,GENERAL,21
003132,"Hill, Kelly","Cases in Corporate Acquisitions, Buyouts, Mergers, & Takeovers ",Gale Group,1999,Management,Management,GENERAL,21
003133,"Kerzner, Rarold",Project Management,CBS Publishers & Distributors Pvt. Ltd.,1980,Management,Project Management,G,4
003136,"Viswanathan, Thiagarajan",Telecommunication Switching Systems and Networks ,Prentice Hall of India ,2008,E & TC,Telecommunication,B,19
003139,"Taub, Herbert & Schilling Donald ",Principles of Communication Systems ,Tata McGraw-Hill Publishing Company Limited ,2008,E & TC,Communication,C,4
003140,"Kotler, Philip ",Marketing Management : An Asian Perspective ,Prentice Hall ,1998,Management,Management,GENERAL,21
003141,"Nahmias, Steven ",Production and Operations Analysis ,Irwin Professional Publishing,1997,Management,Management,GENERAL,21
003142,"Sissors, Jack Z. and Bumba, Lincoln",Advertising Media Planning,NTC Business Book,1989,Management,Management,GENERAL,21
003143,"Evans, Joel ",Marketing ,Prentice Hall,1997,Management,Management,GENERAL,21
003144,"Johansson, Johny K",Global Marketing ,McGraw Hill Publishing Company Ltd ,2003,Management,Management,GENERAL,21
003145,"Hill, Charles W. L.",International Business: Competing in the Global Marketplace ,McGraw Hill Publishing Company Ltd ,2003,Management,Management,GENERAL,21
003146,"Bogle, John C.",Bogle on Mutual Funds: New Perspectives for the intelligent Investor,Irwin Professional Publishing,1994,Management,Management,GENERAL,21
003147,"Shreve, Steven E.",Stochastic Calculus for Finance II Continuous - Time Models ,Springer Publishing Company,2004,Management,Management,GENERAL,21
003148,Harvard Business School ,Harvard Business Review on Brand Management,Harvard Business School Press,1999,Management,Management,GENERAL,21
003149,"Chase, Richard B.: Jacobs, F. Robert and Aquilano, Nicholas J.",Operations Management for Competitive Advantage,McGraw Hill Publishing Company Ltd ,2004,Management,Management,GENERAL,21
003150,"Walker, Orville C ",Marketing Strategy : A Decision Focused Approach ,McGraw Hill Publishing Company Ltd ,2003,Management,Management,GENERAL,21
003151,"Cravens, David W ",Strategic Marketing ,McGraw Hill Publishing Company Ltd ,2003,Management,Management,GENERAL,21
003152,"Zeithaml, Valarie A ",Services Marketing,McGraw Hill Publishing Company Ltd ,2003,Management,Management,GENERAL,21
003153,"Levy, Michael & Wiitz, Barton ",Retailing Management ,McGraw Hill Publishing Company Ltd ,2004,Management,Management,GENERAL,21
003154,"Czinkota, Michael R and Kotabe, Masaaki",Marketing Management ,South Western  ,1998,Management,Management,GENERAL,21
003155,"Sengupta, Subroto",Brand Positioning: Strategies for Competitive advantage,Tata McGraw-Hill Publishing Company Limited ,2005,Management,Management,GENERAL,21
003156,"Vollmann, Thomas E.",Manufacturing Planning and Control for Supply Chain Management,Tata McGraw-Hill Publishing Company Limited ,2005,Management,Management,GENERAL,21
003157,"Nargundkar, Rajendra",Services Marketing: Text and Cases,Tata McGraw-Hill Publishing Company Limited ,2006,Management,Management,GENERAL,21
003158,"Batra, Rajeev ;  Myers, John G. and aaker, David A.",Advertising Management,Prentice Hall of India ,2007,Management,Management,GENERAL,21
003159,"Hawkins, Del I",Consumer Behavior : Building Marketing Strategy ,Tata McGraw-Hill Publishing Company Limited ,2008,Management,Management,GENERAL,21
003160,"Lehmann, Donald ",Product Management ,Tata McGraw-Hill Publishing Company Limited ,2005,Management,Management,GENERAL,21
003161,"Wells, William and Moriarty, Sandra",Advertising Principles & Practice ,Prentice Hall of India ,2007,Management,Management,GENERAL,21
003162,"Kotler, Philip P",Principles of Marketing ,Prentice Hall of India ,2008,Management,Management,GENERAL,21
003163,"Solomon, Michael R.","Consumer Behavior: Buying, Having, and Being ",Prentice Hall of India ,2007,Management,Management,GENERAL,21
003164,"Winston, Wayne L.",Operations Research : Applications and Algorithms,Thomson Learning ,2007,I.T.,Management,GENERAL,21
003165,"Stern, Joel M. and Shiely, John S.",EVA Chalange: Implimenting Value Added Change in an Organisation,John Wiley & Sons,2003,Management,Management,GENERAL,21
003166,"Haykin, Simon",Digital Communication ,John Wiley & Sons,2001,E & TC,Digital/Analog Communication,C,2
003167,"Feher, Kamilo",Wireless Digital Communications: Modulation and Spread Spectrum Applications,Prentice Hall of India ,2007,E & TC,Wireless Communication,C,11
003168,"Matthew, Mercy ",Case Studies Aviation Industry ,ICFAI University Press ,2007,Management,Management,GENERAL,21
003169,"Choudhury, Sumit kumar ",Case Studies on Competitive Strategies : Vol. II ,ICFAI University Press ,2006,Management,Management,GENERAL,21
003170,"Rathore, Rajendar Singh ",Case Studies on Corporate Turnarounds : Vol. I,ICFAI University Press ,2006,Management,Management,GENERAL,21
3171,"Chatterjee, Chiradeep",Case Studies on International Trade & Exchange Rates,ICFAI University Press,2007,Management,Management,GENERAL,21
3172,"Ramgopal,Priyanka",Case Studies onPublic Policy,ICFAI University Press,2007,Management,Management,GENERAL,21
3173,"Mutthukamar, R.",Case Studies on Global Automobile Industry,ICFAI University Press,2007,Management,Management,GENERAL,21
3174,ICFAI,Case Studies on Global Retaling Industry,ICFAI University Press,2007,Management,Management,GENERAL,21
3175,"Ray, Kumar Satyaki",Case Studies on Global Steel Industry : Getting Bigger and Better,ICFAI University Press,2007,Management,Management,GENERAL,21
3176,"Ray, Kumar Satyaki",Case Studies on Growth : Exploring and Exploiting new Avenues,ICFAI University Press,2007,Management,Management,GENERAL,21
3177,"Dhar, Souvik",Case Studies on Growth Strategies : Vol. I,ICFAI University Press,2007,Management,Management,GENERAL,21
3178,"Dhar, Souvik",Case Studies on Growth Strategies : Vol. II,ICFAI University Press,2007,Management,Management,GENERAL,21
3179,"Maldar, Nusrath",Case Studies on Managing Innovation : Vol. I,ICFAI University Press,2008,Management,Management,GENERAL,21
3180,"Dhar, souvik",Case Studies on Market Entry Strategies : Vol. I,ICFAI University Press,2006,Management,Management,GENERAL,21
3181,ICFAI,Case Studies on Marketing Strategies : Vol. I,ICFAI University Press,2008,Management,Management,GENERAL,21
3182,ICFAI,Case Studies on Marketing Strategy : Vol. II,ICFAI University Press,2006,Management,Management,GENERAL,21
3183,"Mutthukamar, R.","Case Studies on Mergers, Acquisition and Alliances : Vol. II",ICFAI University Press,2007,Management,Management,GENERAL,21
3184,ICFAI,Case Studies on MNCs in India,ICFAI University Press,2007,Management,Management,GENERAL,21
3185,"Rathore, Rajendar Singh",Case Studies on MNCs in India : The Competitive Strategies,ICFAI University Press,2008,Management,Management,GENERAL,21
3186,"Girija, P.",Case Studies on Outsourcing Trends,ICFAI University Press,2007,Management,Management,GENERAL,21
3187,ICFAI,Case Studies on Sustaining Competitiverness,ICFAI University Press,2006,Management,Management,GENERAL,21
3188,"Chase, Richard B.: Jacobs, F. Robert and Aquilano, Nicholas J.",Operations Management : For Competitive Advantage,Tata McGraw-Hill Publishing Company Limited,2006,Management,Management,GENERAL,21
3189,"Brown, Mark",Keeping Score : Using the Right Metrics to Drive World-Class Performance,Prentice Hall of India,2007,I.T.,Management,GENERAL,21
3190,"Larson, Richard and Segal, Gabriel",Knowledge of Meaning : An Introduction to Semantic Theory,Prentice Hall of India,1998,I.T.,Management,GENERAL,21
3191,"Jones, John Philip and Slater, Jan S.",What's in a Name ?,Prentice Hall of India,2003,I.T.,Management,GENERAL,21
3192,"Syal, P. and Jindal, D. V.",Introduction to Linguistics,Prentice Hall of India,2007,I.T.,Management,GENERAL,21
3193,"Dixson, Robert J.",Everyday Dialogues in English,Prentice Hall of India,2006,I.T.,English,GENERAL,10
3194,"Leech, Thomas",How to Prepare Stage and Deliver Winning Presentations,Prentice Hall of India,2008,I.T.,Management,GENERAL,21
3195,"Marshall, John F. and Bansal, Vipul K.",Financial Engineering A Complete Guide to Financial Innovation,Prentice Hall of India,2007,Management,Management,GENERAL,21
3196,"Fjermestad, Jerry",Electronic Customer Relationship Management,Prentice Hall of India,2006,I.T.,Management,GENERAL,21
3197,"Patel, Dhiren R.",Information Security : Theory and Practice,Prentice Hall of India,2008,Computer,Information Security,G,41
3198,"Allen, Philip E.",CMOS Analog Circuit Design,Oxford University Press,2002,Management,Circuit Design,A,3
3199,"Robbins, Stephen P.","Organization Theory : Structure Design, and Applications",Prentice Hall of India,2007,Management,Management,GENERAL,21
3200,"Kelly, Larry D. and Jugenheimer, Donald W.",Advertising Media Planning : A Brand Management Approach,Prentice Hall of India,2007,Management,Management,GENERAL,21
3201,"Garg, Vinod ; Venkitakrishnan, N. K.",Enterprise Resource Planning,Eastern Economy Edition,2003,Management,Management,GENERAL,21
3202,NIIT,Introduction to Information Security Risk Management,Prentice Hall of India,2004,Management,Management,GENERAL,21
3203,"Peterson, Robert A. and Ferrell, O. C.",Business Ethics: New Challenges for Business Schools and Corporate Leaders,Prentice Hall of India,2007,Management,Management,GENERAL,21
3204,"Velasquez, Manuel G.",Business Ethics: Concepts and Cases,Prentice Hall of India,2007,Management,Management,GENERAL,21
3205,"Hersey, Paul",Managing of Organizational Behavior Leading Human Resource,Prentice Hall of India,2008,Management,Management,GENERAL,21
3206,"Kann, Kenneth",New Product Forecasting : An Applied Approach,Prentice Hall of India,2007,Management,Management,GENERAL,21
3207,"Kotler, Philip and Keller, Kevin Lane",Marketing Management,Prentice Hall of India,2008,Management,Management,GENERAL,21
3208,"Kumar, V.",International Marketing Research,Eastern Economy Edition,2000,Management,Management,GENERAL,21
3209,"Altekar, Rahul",Enterprise Resource Planning,Eastern Economy Edition,2004,Management,Management,GENERAL,21
3210,"Fabozzi, Frank J. and Modigliani, Franco",Capital Markets: Institutions and Instruments,Prentice Hall of India,2007,Management,Management,GENERAL,21
3211,"Rout, Eirene Leela",Corporate Conflict Management : Concepts and Skills,Prentice Hall of India,2007,Management,Management,GENERAL,21
3212,"Sriram, Ravathy M. ; Ramanana, P. K. and Chandrasekhar, R.",Core Banking Solution,Prentice Hall of India,2008,Management,Management,GENERAL,21
3213,"Sengupta, Nilanjan",Managing Change in Organizations,Prentice Hall of India,2006,Management,Management,GENERAL,21
3214,"Abrams, Rhonda","Business Plan in a Day : Get it Done Right, Get It Done Fast !",Prentice Hall of India,2007,Management,Management,GENERAL,21
3215,"Strauss, Judy",E-Marketing,Prentice Hall of India,2008,Management,Management,GENERAL,21
3216,"Schiffman, Leon G. and Kanuk, Leslie Lazar",Consumer Behavior,Prentice Hall of India,2008,Management,Management,GENERAL,21
3217,"Brown, Gordon D.",Strategic Management of Information Systems in Healthcare,Prentice Hall of India,2006,Management,Management,GENERAL,21
3218,"Chopra, Sunil and Meindl, Peter","Supply Chain Management : Strategy, Planning, and Operation",Prentice Hall of India,2008,Management,Management,GENERAL,21
3219,"Dorfman, Mark S.",Introduction to Risk Management and Insurance,Prentice Hall of India,2007,Management,Management,GENERAL,21
3220,"Mcnabb, David",Knowledge Management in the Public Sector,Prentice Hall of India,2007,Management,Management,GENERAL,21
3221,"Horngren, Charles T.",Cost Accounting,Prentice Hall of India,2007,Management,Management,GENERAL,21
3222,"Gomez, Clifford",Financial Markets + Institutions and Financial Services,Prentice Hall of India,2008,Management,Management,GENERAL,21
3223,"Raju, Satya R. and Parthasarthi, A.",Management: Text and Cases,Prentice Hall of India,2008,Management,Management,GENERAL,21
3224,"Hampton, John",Financial Decision Making,Prentice Hall of India,2003,Management,Management,GENERAL,21
3225,"Tull, Donald and Hawkins, Del",Marketing Research,Eastern Economy Edition,2003,Management,Management,GENERAL,21
3226,"Cvitanic, Jaska and Zapatero, Fernando",Economics and Mathematics of Financial Markets,Prentice Hall of India,2007,Management,Management,GENERAL,21
3227,"Monshipouri, Mahmood",Constructing Human Rights in the Age of Globalization,Prentice Hall of India,2004,Management,Management,GENERAL,21
3228,"Alexander, Gordon J.",Fundamentals of Investment,Prentice Hall of India,2006,Management,Management,GENERAL,21
3229,"Greenberg, Jerald",Behavior in Organization,Prentice Hall of India,2007,Management,Management,GENERAL,21
3230,"Horngren, Charles T. ; Sundem, Gary L. and Stratton, William O.",Introduction to Management Accounting,Prentice Hall of India,2006,Management,Management,GENERAL,21
3231,"Robbins, Stephen and Coulter, Mary",Management,Prentice Hall of India,2008,Management,Management,GENERAL,21
3232,"Blanchard, P Nick and Thacker, james W.","Effective Training : Systems, Strategies and Practices",Prentice Hall of India,2008,Management,Management,GENERAL,21
3233,"Keller, Kevin L.",Strategic Brand Management : Building Measuring and Managing Brand Equity,Prentice Hall of India,2008,Management,Management,GENERAL,21
